id,loc,event,feature,vol,rsc,sev,tar
11066.0,481.0,35.0,230.0,28.0,2.0,2.0,0
11066.0,481.0,34.0,310.0,20.0,2.0,2.0,0
18000.0,962.0,11.0,203.0,20.0,8.0,1.0,2
16964.0,491.0,35.0,235.0,11.0,2.0,2.0,0
4795.0,532.0,27.0,240.0,1.0,3.0,5.0,0
4795.0,532.0,10.0,38.0,1.0,3.0,5.0,0
3392.0,600.0,15.0,82.0,2.0,8.0,2.0,1
3795.0,794.0,11.0,223.0,1.0,7.0,1.0,1
3795.0,794.0,23.0,163.0,2.0,7.0,1.0,1
3795.0,794.0,14.0,306.0,1.0,7.0,1.0,1
2881.0,375.0,34.0,233.0,11.0,2.0,2.0,0
1903.0,638.0,42.0,283.0,15.0,2.0,1.0,0
1903.0,638.0,44.0,376.0,15.0,2.0,1.0,0
5245.0,690.0,11.0,195.0,7.0,8.0,1.0,1
15795.0,320.0,34.0,312.0,1.0,2.0,2.0,0
3393.0,931.0,15.0,80.0,2.0,8.0,1.0,2
3393.0,931.0,11.0,201.0,15.0,8.0,1.0,2
6764.0,707.0,26.0,349.0,1.0,8.0,2.0,1
6764.0,707.0,15.0,80.0,1.0,8.0,2.0,1
13039.0,135.0,35.0,307.0,1.0,2.0,2.0,0
13039.0,135.0,34.0,312.0,1.0,2.0,2.0,0
12331.0,7.0,7.0,202.0,1.0,8.0,1.0,1
12331.0,7.0,11.0,55.0,5.0,8.0,1.0,1
14276.0,821.0,11.0,201.0,8.0,8.0,1.0,1
14276.0,821.0,15.0,82.0,4.0,8.0,1.0,1
14638.0,525.0,34.0,232.0,1.0,2.0,2.0,0
6573.0,126.0,35.0,313.0,10.0,2.0,2.0,0
6573.0,126.0,34.0,233.0,2.0,2.0,2.0,0
2222.0,846.0,11.0,203.0,25.0,8.0,1.0,2
8824.0,493.0,35.0,312.0,1.0,2.0,2.0,0
8824.0,493.0,34.0,230.0,1.0,2.0,2.0,0
7553.0,810.0,11.0,71.0,22.0,8.0,1.0,2
7553.0,810.0,15.0,82.0,2.0,8.0,1.0,1
13760.0,875.0,11.0,202.0,4.0,8.0,1.0,1
4284.0,707.0,11.0,201.0,1.0,8.0,1.0,1
4284.0,707.0,15.0,80.0,8.0,8.0,1.0,1
3410.0,793.0,11.0,195.0,11.0,8.0,2.0,1
8998.0,943.0,11.0,170.0,4.0,8.0,1.0,2
18052.0,490.0,34.0,315.0,2.0,2.0,2.0,0
18052.0,490.0,35.0,234.0,2.0,2.0,2.0,0
7539.0,292.0,35.0,233.0,6.0,2.0,2.0,0
7539.0,292.0,34.0,313.0,2.0,2.0,2.0,0
9529.0,1024.0,11.0,73.0,4.0,8.0,2.0,1
3656.0,885.0,11.0,191.0,3.0,8.0,1.0,1
14238.0,734.0,11.0,76.0,1.0,8.0,1.0,1
2682.0,266.0,35.0,227.0,1.0,2.0,2.0,0
2682.0,266.0,34.0,232.0,1.0,2.0,2.0,0
7312.0,678.0,11.0,171.0,1.0,8.0,1.0,1
7312.0,678.0,20.0,134.0,2.0,8.0,1.0,1
12971.0,645.0,46.0,285.0,176.0,2.0,1.0,0
10735.0,164.0,35.0,232.0,1.0,2.0,2.0,0
4050.0,696.0,11.0,170.0,12.0,8.0,2.0,1
5943.0,519.0,34.0,312.0,1.0,2.0,2.0,0
5943.0,519.0,35.0,313.0,1.0,2.0,2.0,0
6482.0,945.0,54.0,362.0,2.0,2.0,4.0,0
9746.0,704.0,15.0,203.0,24.0,8.0,1.0,2
13320.0,1042.0,15.0,203.0,44.0,8.0,1.0,2
803.0,1099.0,11.0,171.0,2.0,8.0,1.0,1
12302.0,124.0,35.0,315.0,5.0,2.0,2.0,0
12302.0,124.0,34.0,312.0,4.0,2.0,2.0,0
12271.0,460.0,35.0,312.0,8.0,2.0,2.0,0
5341.0,814.0,11.0,70.0,19.0,8.0,1.0,2
4427.0,126.0,35.0,313.0,8.0,2.0,2.0,0
4427.0,126.0,34.0,233.0,5.0,2.0,2.0,0
14625.0,124.0,35.0,315.0,2.0,2.0,2.0,0
14625.0,124.0,34.0,235.0,3.0,2.0,2.0,0
2922.0,704.0,15.0,203.0,21.0,8.0,2.0,0
16330.0,1061.0,15.0,82.0,12.0,8.0,2.0,1
12890.0,256.0,34.0,312.0,9.0,2.0,2.0,0
2140.0,183.0,35.0,230.0,1.0,2.0,2.0,0
2140.0,183.0,34.0,308.0,1.0,2.0,2.0,0
13484.0,922.0,20.0,134.0,1.0,2.0,1.0,1
12392.0,184.0,35.0,307.0,1.0,2.0,4.0,0
2322.0,1019.0,11.0,196.0,26.0,8.0,1.0,2
2322.0,1019.0,15.0,82.0,22.0,8.0,1.0,2
567.0,734.0,15.0,80.0,20.0,8.0,1.0,2
567.0,734.0,11.0,203.0,1.0,8.0,1.0,1
4436.0,236.0,35.0,227.0,2.0,2.0,2.0,0
4436.0,236.0,34.0,307.0,24.0,2.0,2.0,0
12156.0,124.0,35.0,307.0,4.0,2.0,2.0,0
12156.0,124.0,34.0,312.0,4.0,2.0,2.0,0
7508.0,858.0,15.0,172.0,3.0,8.0,1.0,1
